user_id,usage_intensity,num_devices,has_camera,num_cameras,video_retention_days,daily_api_calls,iot_msg_per_device_per_day,automation_rules,notifications_enabled,cost_cloudfront,cost_apigw,cost_waf,cost_cognito,cost_iot_core,cost_iot_device_mgmt,cost_kvs_compute,cost_kvs_storage,cost_lambda,cost_step_functions,cost_sns,cost_dynamo_compute,cost_dynamo_storage,cost_timestream_compute,cost_timestream_storage,cost_s3_storage,cost_s3_requests,cost_s3_transfer,cost_cloudwatch,cost_network,cost_storage,cost_compute,cost_total_monthly
498,0.1018,5,True,2,7,38.9,106.0,1,True,0.0214,0.0041,0.0107,0.0,0.025,0.5,3.1216,1.8433,0.0084,0.0075,0.0004,0.0043,0.0001,0.008,0.0,0.553,0.1231,0.2164,0.0092,0.2378,2.3965,3.8223,6.4566
499,0.201,12,True,1,30,62.2,160.5,3,True,0.034,0.0065,0.0111,0.0,0.0796,1.2,2.3766,5.9818,0.0259,0.0225,0.0014,0.011,0.0001,0.0289,0.0002,1.7946,0.3995,0.7022,0.0138,0.7362,7.7767,4.1769,12.6898
500,0.7728,10,False,0,30,196.6,475.0,11,True,0.1066,0.0206,0.0135,0.0,0.1607,1.0,0.0,0.0,0.0668,0.0825,0.0036,0.0296,0.0001,0.0713,0.0004,0.0,0.0001,0.0,0.0245,0.1066,0.0006,1.4733,1.5804
501,0.679,12,False,0,7,174.6,423.5,10,True,0.0947,0.0183,0.0131,0.0,0.1742,1.2,0.0,0.0,0.0693,0.075,0.0038,0.0295,0.0001,0.0762,0.0005,0.0,0.0001,0.0,0.0252,0.0947,0.0006,1.6848,1.7801
502,0.3561,9,True,1,14,98.7,245.9,5,False,0.0537,0.0104,0.0118,0.0,0.0827,0.9,3.6528,4.275,0.0315,0.0375,0.0,0.0142,0.0001,0.0332,0.0002,1.2825,0.2856,0.5018,0.0153,0.5556,5.5578,5.0749,11.1882
503,0.1995,5,False,0,7,61.9,159.7,2,True,0.0338,0.0065,0.0111,0.0,0.033,0.5,0.0,0.0,0.0129,0.015,0.0006,0.0067,0.0001,0.012,0.0001,0.0,0.0,0.0,0.0104,0.0338,0.0002,0.6083,0.6423
504,0.05,10,False,0,14,26.8,77.5,0,True,0.0149,0.0028,0.0105,0.0,0.0414,1.0,0.0,0.0,0.0104,0.0,0.0006,0.0045,0.0001,0.0116,0.0001,0.0,0.0,0.0,0.0097,0.0149,0.0002,1.0915,1.1066
505,0.3913,4,True,3,30,107.0,265.2,5,True,0.0582,0.0112,0.0119,0.0,0.0391,0.4,11.8271,29.6458,0.0188,0.0375,0.0008,0.0104,0.0001,0.0159,0.0001,8.8937,1.9799,3.4802,0.0119,3.5383,38.5397,14.3646,56.4427
506,0.9841,4,False,0,14,246.3,591.2,14,True,0.1334,0.0259,0.0144,0.0,0.0782,0.4,0.0,0.0,0.0427,0.105,0.0018,0.0236,0.0001,0.0355,0.0002,0.0,0.0001,0.0,0.0182,0.1334,0.0003,0.7455,0.8792
507,0.587,6,False,0,30,152.9,372.8,8,False,0.083,0.0161,0.0128,0.0,0.078,0.6,0.0,0.0,0.0353,0.06,0.0,0.0176,0.0001,0.0336,0.0002,0.0,0.0001,0.0,0.0162,0.083,0.0003,0.8695,0.9529
508,0.3881,12,False,0,7,106.2,263.4,5,True,0.0578,0.0112,0.0119,0.0,0.1166,1.2,0.0,0.0,0.0428,0.0375,0.0024,0.0182,0.0001,0.0474,0.0003,0.0,0.0001,0.0,0.0182,0.0578,0.0004,1.5063,1.5645
509,0.593,7,False,0,14,154.4,376.2,8,True,0.0838,0.0162,0.0128,0.0,0.0917,0.7,0.0,0.0,0.0399,0.06,0.002,0.0191,0.0001,0.0395,0.0002,0.0,0.0001,0.0,0.0175,0.0838,0.0004,0.9987,1.0828
510,0.1878,5,True,3,14,59.1,153.3,2,True,0.0324,0.0062,0.0111,0.0,0.0321,0.5,6.8044,7.9965,0.0124,0.015,0.0006,0.0064,0.0001,0.0115,0.0001,2.3989,0.5341,0.9387,0.0102,0.9711,10.3956,7.9439,19.3106
511,0.4405,6,True,4,14,118.5,292.3,6,False,0.0644,0.0124,0.0121,0.0,0.0635,0.6,17.3898,20.3297,0.0275,0.045,0.0,0.0137,0.0001,0.0263,0.0002,6.0989,1.3577,2.3865,0.0142,2.451,26.4288,19.5624,48.4422
512,0.5199,4,False,0,90,137.2,335.9,7,True,0.0745,0.0144,0.0125,0.0,0.0476,0.4,0.0,0.0,0.024,0.0525,0.001,0.0133,0.0001,0.0202,0.0001,0.0,0.0001,0.0,0.0133,0.0745,0.0002,0.5988,0.6735
513,0.4828,8,True,1,7,128.5,315.5,7,False,0.0698,0.0135,0.0123,0.0,0.0902,0.8,4.695,2.7432,0.037,0.0525,0.0,0.0172,0.0001,0.0379,0.0002,0.823,0.1833,0.322,0.0167,0.3918,3.5665,5.9556,9.914
514,0.6582,5,True,2,30,169.7,412.0,9,True,0.092,0.0178,0.0131,0.0,0.0709,0.5,12.276,30.7014,0.0343,0.0675,0.0015,0.0179,0.0001,0.0309,0.0002,9.2104,2.0504,3.6041,0.016,3.6961,39.9121,15.0963,58.7045
515,0.5689,7,False,0,30,148.7,362.9,8,True,0.0807,0.0156,0.0127,0.0,0.0889,0.7,0.0,0.0,0.0385,0.06,0.0019,0.0184,0.0001,0.0381,0.0002,0.0,0.0001,0.0,0.0171,0.0807,0.0004,0.9913,1.0724
516,0.6337,5,True,1,14,163.9,398.5,9,True,0.0889,0.0172,0.013,0.0,0.0688,0.5,5.9365,6.9294,0.0332,0.0675,0.0015,0.0173,0.0001,0.0299,0.0002,2.0788,0.4629,0.8135,0.0157,0.9024,9.0085,7.1634,17.0743
517,0.3623,4,False,0,14,100.1,249.3,5,True,0.0545,0.0105,0.0118,0.0,0.0372,0.4,0.0,0.0,0.0177,0.0375,0.0007,0.0097,0.0001,0.015,0.0001,0.0,0.0001,0.0,0.0116,0.0545,0.0002,0.5519,0.6066
518,0.6796,12,False,0,14,174.7,423.8,10,True,0.0948,0.0183,0.0131,0.0,0.1743,1.2,0.0,0.0,0.0693,0.075,0.0038,0.0296,0.0001,0.0763,0.0005,0.0,0.0001,0.0,0.0252,0.0948,0.0006,1.685,1.7804
519,0.8258,5,True,4,14,209.1,504.2,12,True,0.1133,0.022,0.0138,0.0,0.0847,0.5,30.0686,35.0669,0.0422,0.09,0.0019,0.022,0.0001,0.0378,0.0002,10.5201,2.342,4.1166,0.0181,4.2299,45.5874,33.2429,83.0602
520,0.306,1,False,0,30,86.9,218.3,4,False,0.0474,0.0091,0.0116,0.0,0.0084,0.1,0.0,0.0,0.0079,0.03,0.0,0.006,0.0001,0.0033,0.0,0.0,0.0001,0.0,0.0091,0.0474,0.0001,0.1854,0.2329
521,0.3225,5,False,0,14,90.8,227.4,4,False,0.0494,0.0095,0.0116,0.0,0.0432,0.5,0.0,0.0,0.0187,0.03,0.0,0.0097,0.0001,0.0171,0.0001,0.0,0.0001,0.0,0.0119,0.0494,0.0002,0.6517,0.7014
522,0.7672,7,False,0,90,195.3,471.9,11,False,0.1059,0.0205,0.0135,0.0,0.1118,0.7,0.0,0.0,0.0502,0.0825,0.0,0.0241,0.0001,0.0496,0.0003,0.0,0.0001,0.0,0.0202,0.1059,0.0004,1.0725,1.1788
523,0.4617,2,True,3,14,123.5,304.0,6,True,0.0671,0.013,0.0122,0.0,0.0219,0.2,13.5656,15.8554,0.0147,0.045,0.0005,0.0097,0.0001,0.0091,0.0001,4.7566,1.0589,1.8613,0.0109,1.9284,20.6121,14.9614,37.5019
524,0.7808,4,True,4,14,198.5,479.4,11,False,0.1076,0.0208,0.0136,0.0,0.0648,0.4,28.5869,33.3446,0.0345,0.0825,0.0,0.0191,0.0001,0.0288,0.0002,10.0034,2.227,3.9144,0.0161,4.022,43.3483,31.494,78.8643
525,0.4115,2,False,0,30,111.7,276.3,6,False,0.0607,0.0117,0.012,0.0,0.0202,0.2,0.0,0.0,0.0134,0.045,0.0,0.0088,0.0001,0.0083,0.0,0.0,0.0001,0.0,0.0105,0.0607,0.0002,0.33,0.3909
526,0.791,7,True,3,14,200.9,485.1,11,True,0.1089,0.0211,0.0136,0.0,0.1146,0.7,21.693,25.3024,0.0516,0.0825,0.0025,0.0248,0.0001,0.0509,0.0003,7.5907,1.6899,2.9703,0.0205,3.0792,32.8936,24.4651,60.4378
527,0.5263,9,False,0,90,138.7,339.5,7,True,0.0753,0.0146,0.0125,0.0,0.108,0.9,0.0,0.0,0.0437,0.0525,0.0023,0.0198,0.0001,0.0458,0.0003,0.0,0.0001,0.0,0.0185,0.0753,0.0004,1.2177,1.2934
528,0.5516,12,True,4,7,144.6,353.4,8,False,0.0785,0.0152,0.0126,0.0,0.149,1.2,21.0465,12.29,0.0577,0.06,0.0,0.0246,0.0001,0.0636,0.0004,3.687,0.8208,1.4427,0.0221,1.5213,15.9775,23.4722,40.971
529,0.8129,5,True,4,90,206.0,497.1,12,True,0.1117,0.0216,0.0137,0.0,0.0836,0.5,29.6459,222.2718,0.0416,0.09,0.0019,0.0217,0.0001,0.0373,0.0002,66.6816,14.844,26.0928,0.0179,26.2045,288.9537,45.3193,360.4775
530,0.4276,11,False,0,30,115.5,285.2,6,True,0.0628,0.0121,0.0121,0.0,0.1141,1.1,0.0,0.0,0.0432,0.045,0.0024,0.0187,0.0001,0.0471,0.0003,0.0,0.0001,0.0,0.0183,0.0628,0.0004,1.413,1.4762
531,0.3118,3,False,0,30,88.3,221.5,4,False,0.0481,0.0093,0.0116,0.0,0.0254,0.3,0.0,0.0,0.0131,0.03,0.0,0.0078,0.0001,0.01,0.0001,0.0,0.0001,0.0,0.0104,0.0481,0.0002,0.4176,0.4659
532,0.4103,10,False,0,14,111.4,275.7,6,True,0.0606,0.0117,0.012,0.0,0.1008,1.0,0.0,0.0,0.0386,0.045,0.0021,0.017,0.0001,0.0413,0.0002,0.0,0.0001,0.0,0.0171,0.0606,0.0004,1.2858,1.3467
533,0.5905,7,True,2,30,153.8,374.8,8,True,0.0835,0.0161,0.0128,0.0,0.0914,0.7,11.1621,27.9269,0.0397,0.06,0.002,0.0191,0.0001,0.0393,0.0002,8.3781,1.8651,3.2784,0.0174,3.3618,36.3053,14.025,53.6921
534,0.1868,10,False,0,14,58.9,152.8,2,True,0.0322,0.0062,0.0111,0.0,0.064,1.0,0.0,0.0,0.0211,0.015,0.0011,0.0093,0.0001,0.0229,0.0001,0.0,0.0,0.0,0.0125,0.0322,0.0003,1.1632,1.1957
535,0.6275,10,False,0,30,162.5,395.1,9,True,0.0882,0.0171,0.0129,0.0,0.1367,1.0,0.0,0.0,0.0555,0.0675,0.003,0.0246,0.0001,0.0593,0.0004,0.0,0.0001,0.0,0.0216,0.0882,0.0005,1.3981,1.4868
536,0.3922,7,True,2,7,107.2,265.7,5,False,0.0583,0.0113,0.0119,0.0,0.0685,0.7,7.9003,4.6206,0.028,0.0375,0.0,0.0134,0.0001,0.0279,0.0002,1.3862,0.3086,0.5424,0.0143,0.6007,6.0071,9.1218,15.7296
537,0.7296,4,True,3,14,186.4,451.3,10,True,0.1011,0.0196,0.0134,0.0,0.0614,0.4,20.1764,23.5395,0.0325,0.075,0.0014,0.018,0.0001,0.0271,0.0002,7.0618,1.5721,2.7633,0.0155,2.8644,30.6016,22.4122,55.8783
538,0.05,7,False,0,14,26.8,77.5,0,True,0.0149,0.0028,0.0105,0.0,0.029,0.7,0.0,0.0,0.0077,0.0,0.0004,0.0036,0.0001,0.0081,0.0,0.0,0.0,0.0,0.009,0.0149,0.0002,0.7712,0.7863
539,0.3427,10,True,1,14,95.5,238.5,5,False,0.052,0.01,0.0117,0.0,0.0897,1.0,3.5424,4.1467,0.0333,0.0375,0.0,0.0147,0.0001,0.0358,0.0002,1.244,0.277,0.4868,0.0157,0.5388,5.391,5.0678,10.9976
540,0.1627,12,False,0,14,53.2,139.5,2,True,0.0292,0.0056,0.011,0.0,0.072,1.2,0.0,0.0,0.0224,0.015,0.0013,0.0095,0.0001,0.0251,0.0002,0.0,0.0,0.0,0.0129,0.0292,0.0003,1.3747,1.4042
541,0.3348,12,False,0,30,93.7,234.1,5,False,0.051,0.0098,0.0117,0.0,0.1061,1.2,0.0,0.0,0.0381,0.0375,0.0,0.0162,0.0001,0.0421,0.0003,0.0,0.0001,0.0,0.017,0.051,0.0004,1.4785,1.5299
542,0.5495,3,True,3,14,144.1,352.2,8,True,0.0783,0.0151,0.0126,0.0,0.0371,0.3,15.7328,18.3744,0.0212,0.06,0.0008,0.0126,0.0001,0.0159,0.0001,5.5123,1.2272,2.157,0.0126,2.2353,23.887,17.4479,43.5701
543,0.4642,8,True,2,30,124.1,305.3,6,True,0.0674,0.013,0.0122,0.0,0.0878,0.8,9.0836,22.7498,0.0357,0.045,0.0018,0.0166,0.0001,0.0366,0.0002,6.825,1.5194,2.6706,0.0164,2.7381,29.5751,11.6682,43.9814
544,0.4493,2,True,3,7,120.6,297.1,6,True,0.0655,0.0127,0.0122,0.0,0.0215,0.2,13.2593,7.7497,0.0144,0.045,0.0004,0.0095,0.0001,0.0089,0.0001,2.3249,0.5176,0.9097,0.0108,0.9753,10.0748,14.1122,25.1623
545,0.4682,9,True,3,30,125.0,307.5,7,True,0.0679,0.0131,0.0123,0.0,0.0994,0.9,13.7243,34.3712,0.0396,0.0525,0.0021,0.0179,0.0001,0.0415,0.0002,10.3114,2.2955,4.0349,0.0174,4.1028,44.6829,17.2155,66.0012
546,0.5407,12,True,4,30,142.1,347.4,8,False,0.0771,0.0149,0.0126,0.0,0.1468,1.2,20.6856,51.7724,0.0567,0.06,0.0,0.0242,0.0001,0.0625,0.0004,15.5317,3.4576,6.0776,0.0219,6.1548,67.3047,25.7427,99.2022
547,0.2983,1,False,0,14,85.1,214.1,4,False,0.0464,0.0089,0.0115,0.0,0.0082,0.1,0.0,0.0,0.0078,0.03,0.0,0.0059,0.0001,0.0032,0.0,0.0,0.0001,0.0,0.009,0.0464,0.0001,0.1847,0.2312
548,0.6414,8,True,4,30,165.7,402.8,9,False,0.0899,0.0174,0.013,0.0,0.1112,0.8,23.9994,60.0264,0.0474,0.0675,0.0,0.022,0.0001,0.0483,0.0003,18.0079,4.0088,7.0466,0.0194,7.1365,78.0347,29.1544,114.3256
549,0.6325,12,False,0,90,163.6,397.9,9,True,0.0888,0.0172,0.0129,0.0,0.165,1.2,0.0,0.0,0.065,0.0675,0.0036,0.0277,0.0001,0.0716,0.0004,0.0,0.0001,0.0,0.024,0.0888,0.0006,1.6547,1.7441
550,0.577,11,True,1,30,150.6,367.4,8,False,0.0817,0.0158,0.0127,0.0,0.1412,1.1,5.4703,13.6876,0.0558,0.06,0.0,0.0242,0.0001,0.0606,0.0004,4.1063,0.9142,1.6068,0.0216,1.6886,17.7944,7.8764,27.3593
551,0.6113,5,True,1,14,158.7,386.2,9,True,0.0861,0.0167,0.0129,0.0,0.067,0.5,5.7525,6.7156,0.0322,0.0675,0.0014,0.0168,0.0001,0.029,0.0002,2.0147,0.4486,0.7883,0.0154,0.8744,8.7305,6.9599,16.5649
552,0.5593,2,True,1,14,146.4,357.6,8,False,0.0795,0.0154,0.0126,0.0,0.0251,0.2,5.3245,6.2181,0.0175,0.06,0.0,0.0115,0.0001,0.0107,0.0001,1.8654,0.4153,0.7299,0.0116,0.8094,8.0837,6.1042,14.9973
553,0.907,12,False,0,30,228.1,548.9,13,True,0.1236,0.024,0.0141,0.0,0.2194,1.2,0.0,0.0,0.0899,0.0975,0.0049,0.0384,0.0001,0.0988,0.0006,0.0,0.0001,0.0,0.0306,0.1236,0.0007,1.8176,1.942
554,0.4826,12,False,0,14,128.4,315.4,7,False,0.0698,0.0135,0.0123,0.0,0.1353,1.2,0.0,0.0,0.0514,0.0525,0.0,0.0219,0.0001,0.0568,0.0003,0.0,0.0001,0.0,0.0205,0.0698,0.0005,1.5643,1.6345
555,0.4386,7,True,3,30,118.1,291.2,6,True,0.0642,0.0124,0.0121,0.0,0.0739,0.7,12.9942,32.5527,0.0308,0.045,0.0015,0.0147,0.0001,0.0306,0.0002,9.7658,2.174,3.8214,0.0151,3.8856,42.3188,16.1043,62.3086
556,0.3493,12,False,0,14,97.1,242.1,5,True,0.0529,0.0102,0.0117,0.0,0.1089,1.2,0.0,0.0,0.0394,0.0375,0.0022,0.0167,0.0001,0.0436,0.0003,0.0,0.0001,0.0,0.0173,0.0529,0.0004,1.4876,1.5408
557,0.2935,1,False,0,30,84.0,211.5,4,False,0.0458,0.0088,0.0115,0.0,0.0082,0.1,0.0,0.0,0.0077,0.03,0.0,0.0058,0.0001,0.0032,0.0,0.0,0.0001,0.0,0.009,0.0458,0.0001,0.1842,0.2302
558,0.2511,8,True,2,7,74.0,188.1,3,True,0.0404,0.0078,0.0113,0.0,0.0597,0.8,5.5778,3.2708,0.0218,0.0225,0.0011,0.0101,0.0001,0.0226,0.0001,0.9812,0.2185,0.384,0.0127,0.4244,4.2523,6.7659,11.4426
559,0.3222,1,False,0,7,90.7,227.2,4,True,0.0494,0.0095,0.0116,0.0,0.0086,0.1,0.0,0.0,0.0082,0.03,0.0002,0.0063,0.0001,0.0034,0.0,0.0,0.0001,0.0,0.0092,0.0494,0.0001,0.1871,0.2367
560,0.4859,12,True,2,90,129.2,317.2,7,False,0.0702,0.0136,0.0123,0.0,0.136,1.2,9.4408,70.9189,0.0517,0.0525,0.0,0.022,0.0001,0.0571,0.0003,21.2757,4.7362,8.3253,0.0206,8.3954,92.195,15.7428,116.3333
561,0.5669,9,True,3,30,148.2,361.8,8,True,0.0805,0.0156,0.0127,0.0,0.114,0.9,16.1604,40.4389,0.0466,0.06,0.0024,0.0211,0.0001,0.0488,0.0003,12.1317,2.7007,4.7472,0.0192,4.8276,52.571,20.1016,77.5003
562,0.5102,11,False,0,30,134.9,330.6,7,True,0.0733,0.0142,0.0124,0.0,0.1291,1.1,0.0,0.0,0.0501,0.0525,0.0027,0.0217,0.0001,0.0546,0.0003,0.0,0.0001,0.0,0.0201,0.0733,0.0005,1.4575,1.5313
563,0.3469,7,True,2,90,96.5,240.8,5,True,0.0525,0.0101,0.0117,0.0,0.0633,0.7,7.154,53.8313,0.0254,0.0375,0.0013,0.0121,0.0001,0.0253,0.0002,16.1494,3.5951,6.3193,0.0137,6.3719,69.9809,11.6494,88.0022
564,0.68,1,True,4,14,174.8,424.0,10,True,0.0948,0.0184,0.0131,0.0,0.0145,0.1,25.2719,29.4915,0.016,0.075,0.0003,0.0121,0.0001,0.0064,0.0,8.8474,1.9696,3.462,0.0112,3.5569,38.3391,27.5085,69.4044
565,0.6479,1,False,0,14,167.3,406.3,9,True,0.0907,0.0176,0.013,0.0,0.014,0.1,0.0,0.0,0.0152,0.0675,0.0003,0.0116,0.0001,0.0061,0.0,0.0,0.0001,0.0,0.011,0.0907,0.0002,0.2564,0.3473
566,0.4681,5,True,2,7,125.0,307.4,7,False,0.0679,0.0131,0.0122,0.0,0.0552,0.5,9.148,5.3457,0.0255,0.0525,0.0,0.0133,0.0001,0.0231,0.0001,1.6037,0.3571,0.6275,0.0137,0.6955,6.9497,10.2137,17.8589
567,0.3694,9,False,0,14,101.8,253.2,5,False,0.0554,0.0107,0.0118,0.0,0.0847,0.9,0.0,0.0,0.0325,0.0375,0.0,0.0147,0.0001,0.0342,0.0002,0.0,0.0001,0.0,0.0155,0.0554,0.0003,1.1416,1.1973
568,0.6097,2,False,0,7,158.3,385.3,9,True,0.0859,0.0166,0.0128,0.0,0.0267,0.2,0.0,0.0,0.0189,0.0675,0.0006,0.0124,0.0001,0.0116,0.0001,0.0,0.0001,0.0,0.012,0.0859,0.0002,0.3792,0.4653
569,0.5376,11,False,0,90,141.3,345.7,8,True,0.0767,0.0148,0.0125,0.0,0.134,1.1,0.0,0.0,0.0525,0.06,0.0029,0.0227,0.0001,0.057,0.0003,0.0,0.0001,0.0,0.0208,0.0767,0.0005,1.4774,1.5546
570,0.2104,3,False,0,7,64.4,165.7,3,True,0.0352,0.0068,0.0112,0.0,0.0204,0.3,0.0,0.0,0.0097,0.0225,0.0004,0.0057,0.0001,0.0075,0.0,0.0,0.0,0.0,0.0095,0.0352,0.0002,0.3936,0.429
571,0.4864,6,False,0,7,129.3,317.5,7,False,0.0702,0.0136,0.0123,0.0,0.068,0.6,0.0,0.0,0.03,0.0525,0.0,0.0149,0.0001,0.0286,0.0002,0.0,0.0001,0.0,0.0149,0.0702,0.0003,0.8349,0.9054
572,0.5524,3,False,0,7,144.8,353.8,8,True,0.0786,0.0152,0.0126,0.0,0.0373,0.3,0.0,0.0,0.0213,0.06,0.0008,0.0127,0.0001,0.0159,0.0001,0.0,0.0001,0.0,0.0126,0.0786,0.0002,0.4885,0.5674
573,0.3201,6,True,3,7,90.2,226.0,4,True,0.0491,0.0095,0.0116,0.0,0.0516,0.6,10.0688,5.8954,0.0211,0.03,0.001,0.0105,0.0001,0.0203,0.0001,1.7686,0.3938,0.6921,0.0125,0.7412,7.6643,11.2307,19.6362
574,0.538,6,True,3,7,141.4,345.9,8,False,0.0768,0.0148,0.0125,0.0,0.0731,0.6,15.4473,9.0213,0.0327,0.06,0.0,0.0163,0.0001,0.0311,0.0002,2.7064,0.6026,1.059,0.0156,1.1358,11.728,16.9061,29.77
575,0.209,1,False,0,30,64.1,165.0,3,False,0.0351,0.0067,0.0112,0.0,0.0068,0.1,0.0,0.0,0.0059,0.0225,0.0,0.0045,0.0001,0.0025,0.0,0.0,0.0,0.0,0.0085,0.0351,0.0001,0.1686,0.2038
576,0.7672,7,False,0,14,195.3,472.0,11,True,0.1059,0.0205,0.0135,0.0,0.1118,0.7,0.0,0.0,0.0502,0.0825,0.0025,0.0241,0.0001,0.0496,0.0003,0.0,0.0001,0.0,0.0202,0.1059,0.0004,1.075,1.1813
577,0.7496,10,True,4,14,191.2,462.3,11,True,0.1036,0.0201,0.0134,0.0,0.1568,1.0,27.5609,32.1521,0.0651,0.0825,0.0035,0.0288,0.0001,0.0693,0.0004,9.6456,2.1473,3.7744,0.0241,3.878,41.7983,31.1718,76.8482
578,0.4495,12,False,0,30,120.6,297.2,6,True,0.0656,0.0127,0.0122,0.0,0.1288,1.2,0.0,0.0,0.0484,0.045,0.0027,0.0206,0.0001,0.0535,0.0003,0.0,0.0001,0.0,0.0197,0.0656,0.0005,1.5436,1.6096
579,0.5727,4,True,4,14,149.6,365.0,8,True,0.0812,0.0157,0.0127,0.0,0.0511,0.4,21.7391,25.3851,0.0262,0.06,0.0011,0.0144,0.0001,0.0219,0.0001,7.6155,1.6954,2.98,0.0139,3.0612,33.0009,24.0514,60.1135
580,0.05,11,False,0,30,26.8,77.5,0,True,0.0149,0.0028,0.0105,0.0,0.0455,1.1,0.0,0.0,0.0113,0.0,0.0006,0.0048,0.0001,0.0128,0.0001,0.0,0.0,0.0,0.01,0.0149,0.0002,1.1983,1.2134
581,0.2687,11,True,3,14,78.2,197.8,4,True,0.0426,0.0082,0.0114,0.0,0.0852,1.1,8.8018,10.3181,0.0298,0.03,0.0016,0.0128,0.0001,0.0326,0.0002,3.0954,0.6891,1.2113,0.0148,1.2539,13.4139,10.8175,25.4853
582,0.4412,12,True,1,7,118.7,292.7,6,True,0.0645,0.0125,0.0121,0.0,0.1271,1.2,4.3533,2.5446,0.0477,0.045,0.0026,0.0203,0.0001,0.0527,0.0003,0.7634,0.17,0.2987,0.0195,0.3632,3.3084,6.0628,9.7345
583,0.2856,5,True,2,14,82.1,207.1,4,True,0.0448,0.0086,0.0115,0.0,0.0401,0.5,6.145,7.2009,0.017,0.03,0.0008,0.0088,0.0001,0.0155,0.0001,2.1603,0.4809,0.8453,0.0115,0.8901,9.3614,7.2698,17.5212
584,0.6429,11,True,1,90,166.1,403.6,9,True,0.0901,0.0174,0.013,0.0,0.1531,1.1,6.0123,45.1126,0.0613,0.0675,0.0033,0.0266,0.0001,0.0666,0.0004,13.5338,3.0128,5.2958,0.0231,5.3859,58.6469,10.5571,74.5899
585,0.8995,7,True,1,14,226.4,544.7,13,True,0.1227,0.0238,0.0141,0.0,0.1271,0.7,8.1233,9.4713,0.0581,0.0975,0.0029,0.0279,0.0001,0.0572,0.0003,2.8414,0.6327,1.1118,0.0222,1.2345,12.3131,9.8866,23.4343
586,0.2647,1,True,4,14,77.2,195.6,3,False,0.0421,0.0081,0.0114,0.0,0.0077,0.1,11.6023,13.6025,0.007,0.0225,0.0,0.0054,0.0001,0.0029,0.0,4.0807,0.9085,1.5968,0.0088,1.6389,17.6833,12.6846,32.0068
587,0.3325,4,True,4,14,93.1,232.9,4,True,0.0507,0.0098,0.0117,0.0,0.0352,0.4,13.8346,16.1972,0.0164,0.03,0.0007,0.0091,0.0001,0.014,0.0001,4.8592,1.0817,1.9014,0.0113,1.9521,21.0566,15.4545,38.4632
588,0.5471,9,True,3,30,143.6,350.9,8,False,0.078,0.0151,0.0126,0.0,0.1111,0.9,15.6724,39.2235,0.0453,0.06,0.0,0.0205,0.0001,0.0474,0.0003,11.7671,2.6195,4.6045,0.0189,4.6825,50.991,19.5227,75.1961
589,0.8222,2,True,3,30,208.2,502.2,12,True,0.1129,0.0219,0.0137,0.0,0.0338,0.2,22.4635,56.1385,0.0248,0.09,0.0008,0.0163,0.0001,0.0151,0.0001,16.8415,3.7492,6.5902,0.0135,6.703,72.9802,26.6424,106.3257
590,0.2555,6,True,1,14,75.0,190.5,3,True,0.041,0.0079,0.0114,0.0,0.0452,0.6,2.8253,3.3131,0.0177,0.0225,0.0009,0.0088,0.0001,0.0171,0.0001,0.9939,0.2213,0.3889,0.0116,0.4299,4.3072,3.7896,8.5268
591,0.5498,10,True,1,30,144.2,352.4,8,False,0.0783,0.0151,0.0126,0.0,0.1239,1.0,5.2465,13.1302,0.0495,0.06,0.0,0.0219,0.0001,0.0529,0.0003,3.9391,0.877,1.5414,0.02,1.6197,17.0697,7.4792,26.1686
592,0.8643,2,True,4,30,218.1,525.3,12,True,0.1182,0.0229,0.0139,0.0,0.0351,0.2,31.3347,78.2971,0.0259,0.09,0.0008,0.017,0.0001,0.0158,0.0001,23.4891,5.229,9.1914,0.0138,9.3096,101.7864,36.999,148.095
593,0.1696,6,True,2,14,54.9,143.3,2,True,0.0301,0.0058,0.011,0.0,0.0367,0.6,4.2374,4.9836,0.0132,0.015,0.0006,0.0065,0.0001,0.0129,0.0001,1.4951,0.3329,0.585,0.0105,0.6151,6.4789,5.2824,12.3765
594,0.2438,3,True,3,7,72.3,184.1,3,True,0.0395,0.0076,0.0113,0.0,0.022,0.3,8.1861,4.8012,0.0108,0.0225,0.0004,0.0064,0.0001,0.0083,0.0,1.4404,0.3207,0.5636,0.0098,0.6031,6.2418,8.9059,15.7508
595,0.4153,7,True,2,7,112.6,278.4,6,True,0.0612,0.0118,0.012,0.0,0.0712,0.7,8.2793,4.8409,0.0294,0.045,0.0015,0.0141,0.0001,0.0292,0.0002,1.4523,0.3234,0.5683,0.0147,0.6295,6.2934,9.5316,16.4545
596,0.3959,3,False,0,90,108.0,267.7,5,True,0.0588,0.0113,0.0119,0.0,0.0295,0.3,0.0,0.0,0.0159,0.0375,0.0006,0.0095,0.0001,0.012,0.0001,0.0,0.0001,0.0,0.0112,0.0588,0.0002,0.4397,0.4986
597,0.6625,12,False,0,14,170.7,414.4,9,True,0.0926,0.0179,0.0131,0.0,0.171,1.2,0.0,0.0,0.0677,0.0675,0.0037,0.0289,0.0001,0.0746,0.0004,0.0,0.0001,0.0,0.0247,0.0926,0.0006,1.6692,1.7624
598,0.5483,1,False,0,14,143.9,351.6,8,True,0.0781,0.0151,0.0126,0.0,0.0124,0.1,0.0,0.0,0.0132,0.06,0.0003,0.0099,0.0001,0.0053,0.0,0.0,0.0001,0.0,0.0105,0.0781,0.0002,0.2392,0.3175
